Solution,Row#,Guesses[Indices]
jumpy,6,"roast[0, 0, 0, 0, 0]/zebec[0, 0, 0, 0, 0]/fluff[0, 0, 1, 0, 0]/mudim[1, 2, 0, 0, 1]/pumpy[1, 2, 2, 2, 2]"
chasm,4,"salet[1, 1, 0, 0, 0]/ribas[0, 0, 0, 1, 1]/quash[0, 0, 2, 2, 1]"
quoth,4,"react[0, 0, 0, 0, 1]/putts[0, 2, 1, 2, 0]/junto[0, 2, 0, 2, 1]"
shark,6,"roast[1, 0, 2, 1, 0]/agars[1, 0, 2, 2, 1]/scarf[2, 0, 2, 2, 0]/seare[2, 0, 2, 2, 0]/snarl[2, 0, 2, 2, 0]"
delay,4,"atone[1, 0, 0, 0, 1]/earls[1, 1, 0, 1, 0]/dedal[2, 2, 1, 2, 1]"
prime,5,"sauce[0, 0, 0, 0, 2]/renne[1, 1, 0, 0, 2]/fibre[0, 1, 0, 1, 2]/pride[2, 2, 2, 0, 2]"
smoky,4,"crate[0, 0, 0, 0, 0]/ploys[0, 0, 2, 1, 1]/snowy[2, 0, 2, 0, 2]"
recut,3,"snare[0, 0, 0, 1, 1]/rouet[2, 0, 1, 1, 2]"
perch,2,"react[1, 2, 0, 2, 0]"
brash,5,"paint[0, 1, 0, 0, 0]/claes[0, 0, 2, 0, 1]/quash[0, 0, 2, 2, 2]/swash[1, 0, 2, 2, 2]"
logic,3,"about[0, 0, 1, 0, 0]/colog[1, 2, 1, 1, 1]"
moult,4,"atone[0, 1, 1, 0, 0]/vomit[0, 2, 1, 0, 2]/moust[2, 2, 2, 0, 2]"
scree,5,"adieu[0, 0, 0, 2, 0]/ympes[0, 0, 0, 2, 1]/sleek[2, 0, 1, 2, 0]/soree[2, 0, 2, 2, 2]"
viper,3,"irate[1, 1, 0, 0, 1]/ripes[1, 2, 2, 2, 0]"
quilt,5,"alone[0, 1, 0, 0, 0]/bulbs[0, 2, 1, 0, 0]/luvvy[1, 2, 0, 0, 0]/quill[2, 2, 2, 2, 1]"
field,4,"arise[0, 0, 1, 0, 1]/ozeki[0, 0, 2, 0, 1]/fient[2, 2, 2, 0, 0]"
spine,4,"react[0, 1, 0, 0, 0]/dunes[0, 0, 1, 1, 1]/elsin[1, 0, 1, 1, 1]"
pesky,4,"slate[1, 0, 0, 0, 1]/wires[0, 0, 0, 1, 1]/gesso[0, 2, 2, 1, 0]"
locus,3,"snare[1, 0, 0, 0, 0]/lusks[2, 1, 1, 0, 2]"
clove,4,"tears[0, 1, 0, 0, 0]/ploce[0, 2, 2, 1, 2]/clone[2, 2, 2, 0, 2]"
doing,5,"slate[0, 0, 0, 0, 0]/chuff[0, 0, 0, 0, 0]/prodd[0, 0, 1, 1, 1]/dodgy[2, 2, 1, 1, 0]"
nasty,4,"arise[1, 0, 0, 1, 0]/duans[0, 0, 1, 1, 1]/santo[1, 2, 1, 2, 0]"
peace,4,"adieu[1, 0, 0, 1, 0]/seamy[0, 2, 2, 0, 0]/peach[2, 2, 2, 2, 0]"
knead,4,"crane[0, 0, 1, 1, 1]/menta[0, 1, 1, 0, 1]/naves[1, 1, 0, 1, 0]"
ficus,4,"arise[0, 0, 1, 1, 0]/sifts[1, 2, 1, 0, 2]/fiscs[2, 2, 1, 1, 2]"
frill,2,"crate[0, 2, 0, 0, 0]"
price,4,"tears[0, 1, 0, 1, 0]/forge[0, 0, 1, 0, 2]/cripe[1, 2, 2, 1, 2]"
relay,3,"anime[1, 0, 0, 0, 1]/haler[0, 1, 2, 1, 1]"
hairy,4,"adieu[1, 0, 2, 0, 0]/gaily[0, 2, 2, 0, 2]/fairy[0, 2, 2, 2, 2]"
ovary,5,"salet[0, 1, 0, 0, 0]/unjam[0, 0, 0, 1, 0]/yowza[1, 1, 0, 0, 1]/aiyoo[1, 0, 1, 1, 1]"
shape,6,"salet[2, 1, 0, 1, 0]/senas[2, 1, 0, 1, 1]/scare[2, 0, 2, 0, 2]/shade[2, 2, 2, 0, 2]/shave[2, 2, 2, 0, 2]"
world,4,"react[1, 0, 0, 0, 0]/progs[0, 1, 1, 0, 0]/duroy[1, 0, 2, 1, 0]"
empty,4,"arise[0, 0, 0, 0, 1]/dogey[0, 0, 0, 1, 2]/hempy[0, 1, 1, 1, 2]"
ethic,4,"cream[1, 0, 1, 0, 0]/heuch[1, 1, 0, 1, 1]/loche[0, 0, 1, 1, 1]"
poker,7,"crate[0, 1, 0, 0, 1]/lower[0, 2, 0, 2, 2]/romer[1, 2, 0, 2, 2]/honer[0, 2, 0, 2, 2]/boxer[0, 2, 0, 2, 2]/poser[2, 2, 0, 2, 2]"
speak,4,"trace[0, 0, 1, 0, 1]/pepla[1, 1, 1, 0, 1]/apnea[1, 2, 0, 1, 1]"
twine,4,"tears[2, 1, 0, 0, 0]/ticed[2, 1, 0, 1, 0]/twite[2, 2, 2, 1, 2]"
delay,4,"media[0, 2, 1, 0, 1]/beady[0, 2, 1, 1, 2]/decay[2, 2, 0, 2, 2]"
villa,6,"cream[0, 0, 0, 1, 0]/fains[0, 1, 1, 0, 0]/tikka[0, 2, 0, 0, 2]/pizza[0, 2, 0, 0, 2]/viola[2, 2, 0, 2, 2]"
bushy,5,"arise[0, 0, 0, 1, 0]/booms[2, 0, 0, 0, 1]/busty[2, 2, 2, 0, 2]/busby[2, 2, 2, 1, 2]"
drama,3,"later[0, 1, 0, 0, 1]/grama[0, 2, 2, 2, 2]"
otter,5,"drape[0, 1, 0, 0, 1]/icers[0, 0, 1, 1, 0]/mower[0, 1, 0, 2, 2]/other[2, 2, 0, 2, 2]"
quirk,3,"alone[0, 0, 0, 0, 0]/ictus[1, 0, 0, 1, 0]"
ghoul,3,"atone[0, 0, 2, 0, 0]/gloss[2, 1, 2, 0, 0]"
pixie,4,"anime[0, 0, 1, 0, 2]/juvie[0, 0, 0, 2, 2]/belie[0, 1, 0, 2, 2]"
sooth,5,"later[0, 0, 1, 0, 0]/quist[0, 0, 0, 1, 1]/cysts[0, 0, 1, 2, 1]/ponts[0, 2, 0, 2, 1]"
audio,3,"drape[1, 0, 1, 0, 0]/nonda[0, 1, 0, 1, 1]"
drake,4,"arise[1, 2, 0, 0, 2]/trade[0, 2, 2, 1, 2]/drave[2, 2, 2, 0, 2]"
pizza,5,"later[0, 1, 0, 0, 0]/agamy[1, 0, 1, 0, 0]/chaya[0, 0, 1, 0, 2]/donna[0, 0, 0, 0, 2]"
sheer,5,"drape[0, 1, 0, 0, 1]/jerry[0, 1, 1, 1, 0]/riels[1, 0, 2, 0, 1]/stern[2, 0, 2, 1, 0]"
truck,4,"slate[0, 0, 0, 1, 0]/towzy[2, 0, 0, 0, 0]/tunic[2, 1, 0, 0, 1]"
widen,3,"sired[0, 2, 0, 2, 1]/video[0, 2, 2, 2, 0]"
dwell,5,"roast[0, 0, 0, 0, 0]/bundh[0, 0, 0, 1, 0]/miked[0, 0, 0, 1, 1]/ledge[1, 1, 1, 0, 1]"
thong,4,"crane[0, 0, 0, 2, 0]/winns[0, 0, 1, 2, 0]/poynt[0, 1, 0, 2, 1]"
berth,4,"tears[1, 2, 0, 1, 0]/repot[1, 2, 0, 0, 1]/hertz[1, 2, 2, 2, 0]"
atone,4,"later[0, 1, 1, 1, 0]/beaut[0, 1, 1, 0, 1]/togae[1, 1, 0, 1, 2]"
aglow,4,"salet[0, 1, 2, 0, 0]/molar[0, 1, 2, 1, 0]/allow[2, 1, 2, 2, 2]"
kiosk,4,"sired[1, 2, 0, 0, 0]/kists[2, 2, 1, 0, 1]/kinos[2, 2, 0, 1, 1]"
mealy,3,"drape[0, 0, 2, 0, 1]/geals[0, 2, 2, 2, 0]"
freak,4,"cream[0, 2, 2, 2, 0]/areae[1, 2, 2, 2, 1]/great[0, 2, 2, 2, 0]"
under,2,"sauce[0, 0, 1, 0, 1]"
fewer,6,"later[0, 0, 0, 2, 2]/diner[0, 0, 0, 2, 2]/buyer[0, 0, 0, 2, 2]/gofer[0, 0, 1, 2, 2]/fever[2, 2, 0, 2, 2]"
usher,4,"cream[0, 1, 1, 0, 0]/noire[0, 0, 0, 1, 1]/herls[1, 1, 1, 0, 1]"
serum,4,"prowl[0, 1, 0, 0, 0]/bajra[0, 0, 0, 1, 0]/nurse[0, 1, 2, 1, 1]"
dowdy,7,"trace[0, 0, 0, 0, 0]/kinky[0, 0, 0, 0, 2]/mussy[0, 0, 0, 0, 2]/doozy[2, 2, 1, 0, 2]/dodgy[2, 2, 1, 0, 2]/doyly[2, 2, 1, 0, 2]"
farce,3,"crane[1, 1, 1, 0, 2]/scrae[0, 1, 2, 1, 2]"
dying,5,"paint[0, 0, 2, 2, 0]/using[0, 0, 2, 2, 2]/vying[0, 2, 2, 2, 2]/eying[0, 2, 2, 2, 2]"
blend,4,"reast[0, 1, 0, 0, 0]/hided[0, 0, 1, 1, 2]/emend[1, 0, 2, 2, 2]"
could,5,"irate[0, 0, 0, 0, 0]/flood[0, 1, 1, 1, 2]/colon[2, 2, 1, 1, 0]/coyly[2, 2, 0, 2, 0]"
chord,4,"sired[0, 0, 1, 0, 2]/brand[0, 1, 0, 0, 2]/courd[2, 1, 0, 2, 2]"
waive,4,"trace[0, 0, 1, 0, 2]/abuse[1, 0, 0, 0, 2]/daine[0, 2, 2, 0, 2]"
mower,8,"alone[0, 0, 1, 0, 1]/offed[1, 0, 0, 2, 0]/cower[0, 2, 2, 2, 2]/sower[0, 2, 2, 2, 2]/tower[0, 2, 2, 2, 2]/power[0, 2, 2, 2, 2]/rower[1, 2, 2, 2, 2]"
mango,4,"reast[0, 0, 1, 0, 0]/fauna[0, 2, 0, 1, 1]/gamin[1, 2, 1, 0, 1]"
koala,4,"alone[1, 1, 1, 0, 0]/mailo[0, 1, 0, 2, 1]/boyla[0, 2, 0, 2, 2]"
cluck,3,"alone[0, 2, 0, 0, 0]/pluck[0, 2, 2, 2, 2]"
space,4,"drape[0, 0, 2, 1, 2]/peake[1, 1, 2, 0, 2]/spane[2, 2, 2, 0, 2]"
corer,8,"drape[0, 1, 0, 0, 1]/flyer[0, 0, 0, 2, 2]/inter[0, 0, 0, 2, 2]/roker[1, 2, 0, 2, 2]/mover[0, 2, 0, 2, 2]/wooer[0, 2, 1, 2, 2]/sober[0, 2, 0, 2, 2]"
askew,3,"tears[0, 1, 1, 0, 1]/asked[2, 2, 2, 2, 0]"
broth,3,"trace[1, 2, 0, 0, 0]/orbit[1, 2, 1, 0, 1]"
buyer,5,"tears[0, 1, 0, 1, 0]/woker[0, 0, 0, 2, 2]/cyder[0, 1, 0, 2, 2]/pryer[0, 1, 2, 2, 2]"
stale,6,"sired[2, 0, 0, 1, 0]/speck[2, 0, 1, 0, 0]/selfs[2, 1, 1, 0, 1]/sowle[2, 0, 0, 2, 2]/style[2, 2, 0, 2, 2]"
qualm,3,"reast[0, 0, 2, 0, 0]/flava[0, 1, 2, 0, 1]"
chart,5,"prowl[0, 1, 0, 0, 0]/vivre[0, 0, 0, 2, 0]/curry[2, 0, 1, 2, 0]/charr[2, 2, 2, 2, 1]"
waxen,5,"anime[1, 1, 0, 0, 1]/baned[0, 2, 1, 2, 0]/raven[0, 2, 0, 2, 2]/eaten[1, 2, 0, 2, 2]"
snaky,5,"alone[1, 0, 0, 1, 0]/natak[1, 1, 0, 1, 1]/unagi[0, 2, 2, 0, 0]/snack[2, 2, 2, 0, 1]"
tulle,2,"salet[0, 0, 2, 1, 1]"
decor,4,"later[0, 0, 0, 1, 2]/serir[0, 2, 1, 0, 2]/femur[0, 2, 0, 0, 2]"
equip,3,"tears[0, 1, 0, 0, 0]/pouke[1, 0, 2, 0, 1]"
blurt,3,"irate[0, 1, 0, 1, 0]/worst[0, 0, 1, 0, 2]"
olden,4,"adieu[0, 1, 0, 2, 0]/robed[0, 1, 0, 2, 1]/omdeh[2, 0, 2, 2, 0]"
mucus,4,"slate[1, 0, 0, 0, 0]/birds[0, 0, 0, 0, 2]/mumus[2, 2, 1, 2, 2]"
taffy,3,"paint[0, 2, 0, 0, 1]/warty[0, 2, 0, 1, 2]"
probe,6,"adieu[0, 0, 0, 1, 0]/evets[1, 0, 1, 0, 0]/wench[0, 1, 0, 0, 0]/smote[0, 0, 2, 0, 2]/bloke[1, 0, 2, 0, 2]"
sassy,4,"reast[0, 0, 1, 2, 0]/bassi[0, 2, 2, 2, 0]/gassy[0, 2, 2, 2, 2]"
bathe,2,"trace[1, 0, 1, 0, 2]"
sinew,5,"arise[0, 0, 1, 1, 1]/vises[0, 2, 1, 2, 1]/fikes[0, 2, 0, 2, 1]/sided[2, 2, 0, 2, 0]"
worry,5,"reast[1, 0, 0, 0, 0]/croup[0, 1, 1, 0, 0]/horny[0, 2, 2, 0, 2]/wordy[2, 2, 2, 0, 2]"
vapid,4,"alone[1, 0, 0, 0, 0]/guars[0, 0, 1, 0, 0]/davit[1, 2, 1, 2, 0]"
money,5,"salet[0, 0, 0, 2, 0]/umber[0, 1, 0, 2, 0]/cimex[0, 0, 1, 2, 0]/mooed[2, 2, 1, 2, 0]"
cheat,4,"sauce[0, 1, 0, 1, 1]/pecia[0, 1, 1, 0, 1]/achey[1, 1, 1, 1, 0]"
sissy,6,"trace[0, 0, 0, 0, 0]/hyphy[0, 1, 0, 0, 2]/jolly[0, 0, 0, 0, 2]/zingy[0, 2, 0, 0, 2]/biddy[0, 2, 0, 0, 2]"
humid,3,"sired[0, 1, 0, 0, 2]/child[0, 1, 1, 0, 2]"
sheep,6,"sauce[2, 0, 0, 0, 1]/snoep[2, 0, 0, 2, 2]/sleep[2, 0, 2, 2, 2]/sweep[2, 0, 2, 2, 2]/steep[2, 0, 2, 2, 2]"
lyric,4,"salet[0, 0, 1, 0, 0]/climb[1, 1, 1, 0, 0]/picul[0, 1, 1, 0, 1]"
olden,5,"worse[0, 1, 0, 0, 1]/ozeki[2, 0, 1, 0, 0]/octet[2, 0, 0, 2, 0]/onned[2, 1, 1, 2, 1]"
owner,4,"about[0, 0, 1, 0, 0]/vinos[0, 0, 2, 1, 0]/nondo[1, 1, 2, 0, 1]"
braid,3,"atone[1, 0, 0, 0, 0]/graip[0, 2, 2, 2, 0]"
modem,4,"adieu[0, 1, 0, 2, 0]/cosed[0, 2, 0, 2, 1]/dozer[1, 2, 0, 2, 0]"
acrid,5,"snare[0, 0, 1, 1, 0]/rafty[1, 1, 0, 0, 0]/gobar[0, 0, 0, 1, 1]/aurum[2, 0, 2, 0, 0]"
outdo,5,"crane[0, 0, 0, 0, 0]/shtum[0, 0, 2, 1, 0]/putty[0, 2, 2, 1, 0]/outgo[2, 2, 2, 0, 2]"
radio,4,"tears[0, 0, 1, 1, 0]/viral[0, 1, 1, 1, 0]/prima[0, 1, 1, 0, 1]"
couch,4,"crate[2, 0, 0, 0, 0]/choom[2, 1, 1, 1, 0]/cough[2, 2, 2, 0, 2]"
comet,6,"atone[0, 1, 1, 0, 1]/ofter[1, 0, 1, 2, 0]/topek[1, 2, 0, 2, 0]/bolet[0, 2, 0, 2, 2]/covet[2, 2, 0, 2, 2]"
quote,4,"sired[0, 0, 0, 1, 0]/agate[0, 0, 0, 2, 2]/butte[0, 2, 1, 2, 2]"
awful,4,"slate[0, 1, 1, 0, 0]/agloo[2, 0, 1, 0, 0]/annul[2, 0, 0, 2, 2]"
biddy,4,"sauce[0, 0, 0, 0, 0]/triff[0, 0, 1, 0, 0]/modii[0, 0, 2, 1, 1]"
brush,4,"media[0, 0, 0, 0, 0]/notch[0, 0, 0, 0, 2]/burgh[2, 1, 1, 0, 2]"
recur,6,"roast[2, 0, 0, 0, 0]/reede[2, 2, 1, 0, 1]/refer[2, 2, 0, 1, 2]/regur[2, 2, 0, 2, 2]/recue[2, 2, 2, 2, 1]"
demon,4,"sauce[0, 0, 0, 0, 1]/freet[0, 0, 1, 1, 0]/olden[1, 0, 1, 1, 2]"
woman,3,"roast[0, 2, 1, 0, 0]/wokka[2, 2, 0, 0, 1]"
scarf,7,"irate[0, 1, 2, 0, 0]/agars[1, 0, 2, 2, 1]/swarm[2, 0, 2, 2, 0]/skarn[2, 0, 2, 2, 0]/shard[2, 0, 2, 2, 0]/scary[2, 2, 2, 2, 0]"
bloat,4,"reast[0, 0, 1, 0, 2]/majat[0, 1, 0, 2, 2]/gloat[0, 2, 2, 2, 2]"
civil,4,"reast[0, 0, 0, 0, 0]/colon[2, 0, 1, 0, 0]/chili[2, 0, 1, 1, 1]"
fifth,4,"cream[0, 0, 0, 0, 0]/kyudo[0, 0, 0, 0, 0]/piths[0, 2, 1, 1, 0]"
dealt,4,"media[0, 2, 1, 0, 1]/debar[2, 2, 0, 1, 0]/deals[2, 2, 2, 2, 0]"
twixt,4,"slate[0, 0, 0, 1, 0]/pight[0, 1, 0, 0, 2]/idiot[1, 0, 2, 0, 2]"
conch,4,"atone[0, 0, 1, 1, 0]/pingo[0, 0, 2, 0, 1]/oundy[1, 0, 2, 0, 0]"
might,6,"about[0, 0, 0, 0, 2]/spent[0, 0, 0, 0, 2]/twilt[1, 0, 1, 0, 2]/hight[1, 2, 2, 2, 2]/fight[0, 2, 2, 2, 2]"
rifle,3,"worse[0, 0, 1, 0, 2]/frite[1, 1, 1, 0, 2]"
pride,5,"later[0, 0, 0, 1, 1]/verso[0, 1, 1, 0, 0]/drere[1, 2, 1, 1, 2]/prude[2, 2, 0, 2, 2]"
click,4,"slate[0, 2, 0, 0, 0]/cliff[2, 2, 2, 0, 0]/climb[2, 2, 2, 0, 0]"
truth,6,"crane[0, 2, 0, 0, 0]/froom[0, 2, 0, 0, 0]/grill[0, 2, 0, 0, 0]/urubu[1, 2, 2, 0, 1]/trust[2, 2, 2, 0, 1]"
oxide,4,"salet[0, 0, 0, 1, 0]/degum[1, 1, 0, 0, 0]/credo[0, 0, 1, 2, 1]"
mecca,5,"drape[0, 0, 1, 0, 1]/alley[1, 0, 0, 1, 0]/wheat[0, 0, 1, 1, 0]/beisa[0, 2, 0, 0, 2]"
latch,8,"crane[1, 0, 1, 0, 0]/gauch[0, 2, 0, 2, 2]/patch[0, 2, 2, 2, 2]/watch[0, 2, 2, 2, 2]/match[0, 2, 2, 2, 2]/batch[0, 2, 2, 2, 2]/hatch[1, 2, 2, 2, 2]"
those,4,"about[0, 0, 2, 0, 1]/wroth[0, 0, 2, 1, 1]/thong[2, 2, 2, 0, 0]"
afire,3,"irate[1, 1, 1, 0, 2]/raine[1, 1, 2, 0, 2]"
loamy,4,"anime[1, 0, 0, 2, 0]/myoma[1, 1, 1, 2, 1]/foamy[0, 2, 2, 2, 2]"
essay,3,"cream[0, 0, 1, 2, 0]/ekkas[2, 0, 0, 2, 1]"
giddy,3,"arise[0, 0, 1, 0, 0]/bindi[0, 2, 0, 2, 1]"
ditto,3,"tears[1, 0, 0, 0, 0]/dhoti[2, 0, 1, 2, 1]"
pixel,4,"irate[1, 0, 0, 0, 1]/gives[0, 2, 0, 2, 0]/winey[0, 2, 0, 2, 0]"
boozy,6,"later[0, 0, 0, 0, 0]/winns[0, 0, 0, 0, 0]/pubby[0, 0, 1, 1, 2]/bomoh[2, 2, 0, 1, 0]/booby[2, 2, 2, 1, 2]"
heron,4,"media[0, 2, 0, 0, 0]/neeze[1, 2, 1, 0, 1]/renos[1, 2, 1, 2, 0]"
holly,4,"sauce[0, 0, 0, 0, 0]/bodgy[0, 2, 0, 0, 2]/tolly[0, 2, 2, 2, 2]"
stead,5,"snare[2, 0, 1, 0, 1]/samey[2, 1, 0, 1, 0]/steak[2, 2, 2, 2, 0]/steal[2, 2, 2, 2, 0]"
panel,4,"alone[1, 1, 0, 1, 1]/laden[1, 2, 0, 2, 1]/navel[1, 2, 0, 2, 2]"
death,4,"slate[0, 0, 2, 2, 1]/meaty[0, 2, 2, 2, 0]/heath[1, 2, 2, 2, 2]"
kneed,5,"reast[0, 1, 0, 0, 0]/bogue[0, 0, 0, 0, 1]/elmen[1, 0, 0, 2, 1]/pyned[0, 0, 1, 2, 2]"
snore,5,"slate[2, 0, 0, 0, 2]/shmoe[2, 0, 0, 1, 2]/spoke[2, 0, 2, 0, 2]/swore[2, 0, 2, 2, 2]"
catty,4,"react[0, 0, 1, 1, 1]/tical[1, 0, 1, 1, 0]/cants[2, 2, 0, 2, 0]"
tweak,3,"atone[1, 1, 0, 0, 1]/tread[2, 0, 2, 2, 0]"
rerun,3,"react[2, 2, 0, 0, 0]/rebus[2, 2, 0, 2, 0]"
cairn,3,"paint[0, 2, 2, 1, 0]/naiad[1, 2, 2, 1, 0]"
hasty,4,"alone[1, 0, 0, 0, 0]/marma[0, 2, 0, 0, 1]/gaits[0, 2, 0, 2, 1]"
bayou,6,"paint[0, 2, 0, 0, 0]/vases[0, 2, 0, 0, 0]/hadal[0, 2, 0, 1, 0]/gabba[0, 2, 1, 1, 1]/bazoo[2, 2, 0, 2, 1]"
prose,4,"tears[0, 1, 0, 1, 1]/speir[1, 1, 1, 0, 1]/purse[2, 0, 1, 2, 2]"
cease,3,"cream[2, 0, 1, 1, 0]/cafes[2, 1, 0, 1, 1]"
organ,3,"worse[0, 1, 1, 0, 0]/group[1, 2, 1, 0, 0]"
cream,3,"slate[0, 0, 1, 0, 1]/ekdam[1, 0, 0, 2, 2]"
deter,5,"anime[0, 0, 0, 0, 1]/tuber[1, 0, 0, 2, 2]/other[0, 1, 0, 2, 2]/seter[0, 2, 2, 2, 2]"
ionic,4,"roast[0, 2, 0, 0, 0]/yoick[0, 2, 1, 1, 0]/nonic[1, 2, 2, 2, 2]"
radar,3,"sired[0, 0, 1, 0, 1]/ardor[1, 1, 2, 0, 2]"
voice,6,"alone[0, 0, 1, 0, 2]/ouphe[1, 0, 0, 0, 2]/dodge[0, 2, 0, 0, 2]/motte[0, 2, 0, 0, 2]/sowce[0, 2, 0, 2, 2]"
eager,4,"later[0, 2, 0, 2, 2]/gazer[1, 2, 0, 2, 2]/cager[0, 2, 2, 2, 2]"
marsh,4,"anime[1, 0, 0, 1, 0]/modal[2, 0, 0, 1, 0]/mahrs[2, 2, 1, 1, 1]"
input,4,"worse[0, 0, 0, 0, 0]/timid[1, 1, 0, 1, 0]/paint[1, 0, 1, 1, 2]"
bound,7,"snare[0, 1, 0, 0, 0]/choon[0, 0, 1, 1, 1]/pinto[0, 0, 1, 0, 1]/found[0, 2, 2, 2, 2]/mound[0, 2, 2, 2, 2]/wound[0, 2, 2, 2, 2]"
snail,4,"sired[2, 1, 0, 0, 0]/suits[2, 0, 1, 0, 1]/savin[2, 1, 0, 2, 1]"
madly,4,"sauce[0, 2, 0, 0, 0]/madid[2, 2, 2, 0, 1]/maddy[2, 2, 2, 1, 2]"
recut,4,"cream[1, 1, 1, 0, 0]/nicer[0, 0, 2, 1, 1]/sucre[0, 1, 2, 1, 1]"
salve,3,"tears[0, 1, 1, 0, 1]/valse[1, 2, 2, 1, 2]"
blimp,4,"cream[0, 0, 0, 0, 1]/jumps[0, 0, 1, 1, 0]/whomp[0, 0, 0, 2, 2]"
equal,4,"tears[0, 1, 1, 0, 0]/pilea[0, 0, 1, 1, 1]/glean[0, 1, 1, 2, 0]"
gavel,5,"media[0, 1, 0, 0, 1]/alate[1, 1, 1, 0, 1]/vales[1, 2, 1, 2, 0]/navel[0, 2, 2, 2, 2]"
crept,5,"sired[0, 0, 1, 1, 0]/teary[1, 1, 0, 1, 0]/wrote[0, 2, 0, 1, 1]/erect[1, 2, 2, 1, 2]"
smash,7,"atone[1, 0, 0, 0, 0]/kivas[0, 0, 0, 1, 1]/waspy[0, 1, 1, 0, 0]/clash[0, 0, 2, 2, 2]/quash[0, 0, 2, 2, 2]/shash[2, 1, 2, 2, 2]"
manga,5,"salet[0, 2, 0, 0, 0]/iambi[0, 2, 1, 0, 0]/mardy[2, 2, 0, 0, 0]/magna[2, 2, 1, 1, 2]"
flank,5,"trace[0, 0, 2, 0, 0]/azans[1, 0, 2, 2, 0]/plank[0, 2, 2, 2, 2]/blank[0, 2, 2, 2, 2]"
rifle,3,"sired[0, 2, 1, 1, 0]/fiery[1, 2, 1, 1, 0]"
corny,4,"anime[0, 1, 0, 0, 0]/swung[0, 0, 0, 2, 0]/ycond[1, 1, 1, 2, 0]"
lofty,4,"crate[0, 0, 0, 2, 0]/typto[1, 1, 0, 2, 1]/hooty[0, 2, 1, 2, 2]"
crazy,6,"tears[0, 0, 2, 1, 0]/franc[0, 2, 2, 0, 1]/crawl[2, 2, 2, 0, 0]/crack[2, 2, 2, 1, 0]/crapy[2, 2, 2, 0, 2]"
stalk,4,"later[1, 1, 1, 0, 0]/thali[1, 0, 2, 2, 0]/stall[2, 2, 2, 2, 1]"
creme,4,"arise[0, 2, 0, 0, 2]/erode[1, 2, 0, 0, 2]/prune[0, 2, 0, 0, 2]"
shalt,4,"anime[1, 0, 0, 0, 0]/topaz[1, 0, 0, 1, 0]/whata[0, 2, 2, 1, 1]"
sheen,4,"crate[0, 0, 0, 0, 1]/fenks[0, 1, 1, 0, 1]/snell[2, 1, 2, 0, 0]"
gazer,5,"sauce[0, 2, 0, 0, 1]/water[0, 2, 0, 2, 2]/lamer[0, 2, 0, 2, 2]/eager[1, 2, 1, 2, 2]"
drier,5,"salet[0, 0, 0, 2, 0]/hiker[0, 1, 0, 2, 2]/frier[0, 2, 2, 2, 2]/crier[0, 2, 2, 2, 2]"
space,7,"prowl[1, 0, 0, 0, 0]/vampy[0, 1, 0, 1, 0]/apian[1, 2, 0, 1, 0]/epena[1, 2, 1, 0, 1]/spean[2, 2, 1, 1, 0]/spade[2, 2, 2, 0, 2]"
blaze,6,"irate[0, 0, 2, 0, 2]/shame[0, 0, 2, 0, 2]/leave[1, 1, 2, 0, 2]/quale[0, 0, 2, 1, 2]/blade[2, 2, 2, 0, 2]"
chard,4,"react[1, 0, 2, 1, 0]/scarf[0, 1, 2, 2, 0]/chark[2, 2, 2, 2, 0]"
haunt,4,"crane[0, 0, 1, 2, 0]/doona[0, 0, 0, 2, 1]/ahing[1, 1, 0, 2, 0]"
curve,3,"trace[0, 1, 0, 1, 2]/curie[2, 2, 2, 0, 2]"
theme,3,"drape[0, 0, 0, 0, 2]/shute[0, 2, 0, 1, 2]"
lefty,4,"salet[0, 0, 1, 1, 1]/elute[1, 1, 0, 2, 1]/lotte[2, 0, 1, 2, 1]"
knelt,3,"roast[0, 0, 0, 0, 2]/unkut[0, 2, 1, 0, 2]"
prime,6,"react[1, 1, 0, 0, 0]/brere[0, 2, 1, 1, 2]/froze[0, 2, 0, 0, 2]/prune[2, 2, 0, 0, 2]/pride[2, 2, 2, 0, 2]"
posit,4,"tears[1, 0, 0, 0, 1]/kusti[0, 0, 2, 1, 1]/wisht[0, 1, 2, 0, 2]"
guild,4,"prowl[0, 0, 0, 0, 1]/limit[1, 1, 0, 1, 0]/slive[0, 1, 2, 0, 0]"
wimpy,4,"drape[0, 0, 0, 2, 0]/lisps[0, 2, 0, 2, 0]/hippo[0, 2, 1, 2, 0]"
chute,4,"reast[0, 1, 0, 0, 1]/withe[0, 0, 1, 1, 2]/thete[1, 2, 1, 2, 2]"
elude,4,"adieu[0, 1, 0, 1, 1]/ledum[1, 1, 1, 1, 0]/duple[1, 1, 0, 1, 2]"
tense,5,"media[0, 2, 0, 0, 0]/keech[0, 2, 1, 0, 0]/gesso[0, 2, 1, 2, 0]/sense[1, 2, 2, 2, 2]"
hoard,5,"crane[0, 1, 2, 0, 0]/swarm[0, 0, 2, 2, 0]/ovary[1, 0, 2, 2, 0]/boart[0, 2, 2, 2, 0]"
sooth,4,"salet[2, 0, 0, 0, 1]/stush[2, 1, 0, 1, 2]/smith[2, 0, 0, 2, 2]"
